Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;26;850.0;640.0;
Apartamento;Curicica;2;1;0;44;1100.0;395.0;162.0
Apartamento;Engenho Novo;1;0;0;46;1100.0;500.0;
Conjunto Comercial/Sala;Del Castilho;0;1;0;28;750.0;787.0;104.0
Apartamento;Pechincha;3;1;1;90;1150.0;837.0;116.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;37;900.0;599.0;212.0
Apartamento;Engenho da Rainha;2;1;0;52;700.0;576.0;
Apartamento;Laranjeiras;1;0;0;24;900.0;415.0;29.0
Conjunto Comercial/Sala;Centro;0;0;0;33;400.0;855.0;87.0
Apartamento;Rocha Miranda;2;1;0;55;1100.0;220.0;
Conjunto Comercial/Sala;Centro;0;0;0;31;600.0;1034.0;126.0
Apartamento;Madureira;2;0;0;53;900.0;250.0;
Apartamento;Campo Grande;2;1;0;58;700.0;130.0;
Apartamento;Jacarepaguá;2;1;0;55;1000.0;480.0;52.0
Casa de Vila;Guadalupe;1;0;0;45;700.0;;
Quitinete;Realengo;1;0;0;60;650.0;;
Apartamento;Bonsucesso;2;0;0;57;1100.0;450.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;1000.0;490.0;
Conjunto Comercial/Sala;Santo Cristo;0;1;0;27;900.0;460.0;50.0
Conjunto Comercial/Sala;Campo Grande;0;0;0;25;850.0;240.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;800.0;640.0;52.0
Apartamento;Vila da Penha;1;0;0;40;800.0;;
Conjunto Comercial/Sala;Centro;0;0;0;17;450.0;523.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;1000.0;790.0;90.0
Quitinete;Glória;1;0;0;30;1000.0;357.0;
Apartamento;Madureira;1;0;0;40;600.0;;
Apartamento;Campo Grande;2;1;0;50;730.0;220.0;
Casa de Condomínio;Campo Grande;2;1;0;85;1000.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;800.0;940.0;156.0
Conjunto Comercial/Sala;Realengo;0;0;0;60;950.0;;
Apartamento;Taquara;1;1;0;55;700.0;406.0;
Apartamento;Piedade;2;1;0;70;1000.0;150.0;135.0
Apartamento;Taquara;2;1;0;55;900.0;514.0;39.0
Loja/Salão;Leblon;0;0;0;8;700.0;384.0;112.0
Conjunto Comercial/Sala;Centro;0;0;0;34;1000.0;936.0;155.0
Conjunto Comercial/Sala;Anchieta;0;0;0;33;750.0;;15.0
Quitinete;Ramos;1;0;0;25;680.0;;
Apartamento;Padre Miguel;2;1;0;61;800.0;435.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;800.0;899.0;
Apartamento;Taquara;1;0;0;50;800.0;;13.0
Conjunto Comercial/Sala;Madureira;0;1;0;23;700.0;550.0;336.0
Apartamento;Pavuna;2;1;0;44;600.0;363.0;
Conjunto Comercial/Sala;Centro;0;0;0;50;1000.0;450.0;50.0
Apartamento;Cosmos;2;0;0;43;750.0;;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;22;550.0;435.0;56.0
Casa;Engenho de Dentro;2;0;0;33;900.0;;16.0
Apartamento;Senador Vasconcelos;2;1;0;65;650.0;220.0;
Apartamento;Anil;2;0;0;40;650.0;18.0;8.0
Conjunto Comercial/Sala;Centro;0;0;0;30;800.0;634.0;107.0
Apartamento;Senador Vasconcelos;2;0;0;60;700.0;;
Apartamento;Guaratiba;2;1;0;45;600.0;301.0;
Apartamento;Todos os Santos;1;0;0;70;800.0;656.0;39.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;900.0;700.0;110.0
Apartamento;Bento Ribeiro;2;1;0;56;700.0;544.0;
Apartamento;Quintino Bocaiúva;2;0;1;65;850.0;160.0;
Conjunto Comercial/Sala;Vila da Penha;0;1;0;27;1000.0;540.0;
Conjunto Comercial/Sala;Tijuca;0;1;0;36;1000.0;672.0;89.0
Apartamento;Cachambi;2;1;0;70;1100.0;281.0;26.0
Conjunto Comercial/Sala;Taquara;0;1;0;29;1190.0;600.0;59.0
Conjunto Comercial/Sala;Curicica;0;1;0;22;1000.0;372.0;52.0
Conjunto Comercial/Sala;Del Castilho;0;1;0;30;1000.0;750.0;34.0
Conjunto Comercial/Sala;Centro;0;0;0;402;1000.0;6188.0;1013.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;700.0;750.0;140.0
Apartamento;Barra da Tijuca;2;1;0;52;1100.0;640.0;102.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000.0;330.0;37.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;750.0;900.0;50.0
Apartamento;Campo Grande;2;1;0;41;690.0;;
Apartamento;Encantado;2;1;0;60;1100.0;455.0;36.0
Conjunto Comercial/Sala;Pechincha;0;0;0;24;500.0;450.0;
Conjunto Comercial/Sala;Vila da Penha;0;0;0;80;1000.0;730.0;
Apartamento;Méier;2;1;0;76;1000.0;715.0;60.0
Box/Garagem;Copacabana;0;1;0;11;480.0;350.0;10.0
Apartamento;Cascadura;2;1;0;58;800.0;235.0;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;22;800.0;441.0;180.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;88;1000.0;1125.0;90.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;20;1090.0;580.0;100.0
Apartamento;Tijuca;2;0;0;60;1100.0;625.0;485.0
Apartamento;Realengo;2;1;0;50;800.0;605.0;
Apartamento;Campo Grande;3;0;0;52;800.0;300.0;
Apartamento;Méier;2;0;0;49;900.0;400.0;13.0
Apartamento;Rocha Miranda;1;0;0;65;650.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;49;980.0;900.0;100.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;1150.0;710.0;
Conjunto Comercial/Sala;Centro;0;0;0;90;650.0;1100.0;277.0
Quitinete;Centro;1;0;0;35;850.0;480.0;9.0
Casa;Campo Grande;1;0;0;50;700.0;;
Apartamento;Tijuca;1;1;0;35;900.0;335.0;20.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;36;1000.0;754.0;120.0
Apartamento;Campo Grande;3;0;0;60;800.0;230.0;
Casa de Condomínio;Guaratiba;2;1;0;63;900.0;;
Apartamento;Engenho Novo;2;0;0;76;1000.0;170.0;17.0
Conjunto Comercial/Sala;Centro;0;0;0;38;1000.0;639.0;126.0
Apartamento;Copacabana;1;0;0;36;1100.0;805.0;70.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;27;1000.0;1185.0;650.0
Conjunto Comercial/Sala;Campo Grande;0;0;0;25;800.0;350.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;900.0;400.0;
Casa de Vila;Guadalupe;1;0;0;40;650.0;;10.0
Quitinete;Botafogo;1;0;0;14;850.0;366.0;25.0
Conjunto Comercial/Sala;Vila da Penha;0;1;0;25;900.0;650.0;
Conjunto Comercial/Sala;Centro;0;0;0;30;600.0;955.0;114.0
Apartamento;Campo Grande;3;0;0;58;800.0;270.0;
Conjunto Comercial/Sala;Centro;0;2;0;65;1000.0;1680.0;315.0
Apartamento;Engenho da Rainha;2;1;0;55;1000.0;560.0;
Apartamento;Méier;2;0;0;64;1100.0;685.0;
Apartamento;Tijuca;1;1;1;40;1000.0;594.0;
Apartamento;Tijuca;1;0;0;58;1100.0;408.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;700.0;438.0;560.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;400.0;640.0;125.0
Apartamento;Engenho Novo;2;1;0;60;1000.0;400.0;
Apartamento;Riachuelo;2;1;0;54;800.0;575.0;14.0
Apartamento;Méier;2;0;0;46;800.0;150.0;16.0
Conjunto Comercial/Sala;Centro;0;0;0;32;600.0;450.0;90.0
Loja/Salão;Campo Grande;0;0;0;36;880.0;;
Conjunto Comercial/Sala;Campo Grande;0;1;0;40;1050.0;115.0;154.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1000.0;954.0;367.0
Apartamento;Campo Grande;2;0;0;55;800.0;60.0;
Apartamento;Vila da Penha;1;0;0;37;700.0;50.0;
Apartamento;Tomás Coelho;2;0;0;80;1160.0;;
Apartamento;Vaz Lobo;2;0;0;65;600.0;350.0;1.0
Conjunto Comercial/Sala;Centro;0;0;0;36;600.0;1300.0;100.0
Apartamento;Bonsucesso;2;0;0;64;1000.0;415.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;600.0;380.0;56.0
Conjunto Comercial/Sala;Centro;0;0;0;33;800.0;480.0;67.0
Quitinete;Cordovil;1;0;0;30;400.0;;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;560.0;424.0;
Apartamento;Engenho de Dentro;2;1;0;65;1100.0;410.0;150.0
Apartamento;Taquara;2;1;0;62;900.0;260.0;
Loja Shopping/ Ct Comercial;Ipanema;0;0;0;30;1000.0;700.0;311.0
Quitinete;Vila da Penha;1;0;0;25;550.0;;
Conjunto Comercial/Sala;Centro;0;0;0;35;600.0;395.0;80.0
Conjunto Comercial/Sala;Tijuca;0;1;0;23;800.0;290.0;
Casa;Campo Grande;3;1;0;90;950.0;;
Loja/Salão;Engenho de Dentro;0;0;0;28;1100.0;;
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;29;700.0;520.0;82.0
Apartamento;Ramos;3;0;0;80;1100.0;350.0;
Apartamento;Higienópolis;1;0;0;45;800.0;;
Conjunto Comercial/Sala;Copacabana;0;0;0;27;1000.0;520.0;101.0
Apartamento;Méier;2;1;0;60;1000.0;480.0;230.0
Quitinete;Copacabana;1;0;0;21;700.0;508.0;
Conjunto Comercial/Sala;Centro;0;0;0;35;550.0;466.0;115.0
Apartamento;Quintino Bocaiúva;2;0;0;45;700.0;129.0;78.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;750.0;872.0;210.0
Conjunto Comercial/Sala;Vicente de Carvalho;0;9;0;24;600.0;670.0;
Quitinete;Glória;0;0;0;26;800.0;325.0;290.0
Conjunto Comercial/Sala;Campo Grande;0;0;0;22;700.0;330.0;
Apartamento;Tanque;1;0;0;45;750.0;75.0;
Conjunto Comercial/Sala;Del Castilho;0;1;0;30;1000.0;735.0;
Quitinete;Centro;0;0;0;25;700.0;332.0;20.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;590.0;470.0;177.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1000.0;1079.0;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;26;900.0;590.0;
Conjunto Comercial/Sala;Centro;0;0;0;35;1000.0;449.0;84.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1100.0;1290.0;
Conjunto Comercial/Sala;Tijuca;0;1;0;33;1000.0;771.0;79.0
Casa;Bangu;2;1;0;75;850.0;;
Quitinete;Copacabana;1;0;0;31;950.0;450.0;55.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;25;500.0;1100.0;112.0
Apartamento;Cascadura;2;0;0;96;1150.0;;77.0
Conjunto Comercial/Sala;Taquara;0;1;0;23;600.0;356.0;56.0
Conjunto Comercial/Sala;Centro;0;0;0;40;400.0;1100.0;120.0
Loja/Salão;Vila Isabel;0;1;0;36;600.0;1068.0;106.0
Apartamento;Tijuca;1;0;1;33;900.0;460.0;25.0
Apartamento;Centro;1;0;0;35;900.0;517.0;25.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;37;690.0;498.0;93.0
Apartamento;Curicica;2;1;0;62;1100.0;550.0;50.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;44;800.0;1576.0;
Conjunto Comercial/Sala;Tijuca;0;0;0;25;900.0;480.0;88.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;500.0;505.0;
Conjunto Comercial/Sala;Tijuca;0;1;0;24;800.0;327.0;130.0
Apartamento;Quintino Bocaiúva;1;0;0;50;1100.0;145.0;
Apartamento;Madureira;1;0;0;50;750.0;200.0;
Quitinete;Centro;1;0;0;40;800.0;385.0;84.0
Conjunto Comercial/Sala;Madureira;0;1;0;25;800.0;1.0;1.0
Conjunto Comercial/Sala;Vila da Penha;0;1;0;26;1010.0;450.0;36.0
Apartamento;Marechal Hermes;1;0;0;29;490.0;;
Conjunto Comercial/Sala;Copacabana;0;0;0;39;800.0;670.0;
Conjunto Comercial/Sala;Centro;0;0;0;50;790.0;300.0;83.0
Casa;Campo Grande;1;1;0;80;750.0;;2.0
Conjunto Comercial/Sala;Centro;0;0;0;23;1000.0;789.0;85.0
Conjunto Comercial/Sala;Vila da Penha;0;1;0;28;1000.0;660.0;
Loja/Salão;Benfica;0;0;0;50;1000.0;234.0;51.0
Apartamento;Campo Grande;2;1;1;50;950.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;850.0;1200.0;
Conjunto Comercial/Sala;Centro;0;0;0;70;1000.0;660.0;130.0
Apartamento;Centro;1;0;0;26;750.0;400.0;
Conjunto Comercial/Sala;Centro;0;0;0;21;500.0;230.0;86.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;28;900.0;380.0;
Quitinete;Copacabana;1;0;0;30;1100.0;528.0;
Conjunto Comercial/Sala;Bonsucesso;0;0;0;20;550.0;180.0;34.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;42;500.0;1200.0;220.0
Apartamento;Irajá;2;0;0;50;800.0;100.0;
Casa;Irajá;1;0;0;40;750.0;;
Quitinete;Copacabana;1;0;0;27;1080.0;450.0;54.0
Conjunto Comercial/Sala;Anchieta;0;0;0;45;700.0;;
Apartamento;Madureira;3;1;0;82;1100.0;550.0;28.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;80;1000.0;2261.0;533.0
Casa de Vila;Riachuelo;2;0;0;56;1090.0;;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;700.0;587.0;52.0
Apartamento;Glória;1;0;0;47;1150.0;500.0;25.0
Conjunto Comercial/Sala;Centro;0;1;0;50;900.0;950.0;170.0
Apartamento;Cachambi;2;1;0;60;900.0;550.0;
Conjunto Comercial/Sala;Copacabana;0;0;0;30;1100.0;552.0;
Casa;Vista Alegre;1;0;0;50;900.0;;
Apartamento;Campo Grande;2;1;0;65;700.0;240.0;
Casa;Campo Grande;1;0;0;50;650.0;;55.0
Apartamento;Méier;1;0;0;35;1100.0;200.0;35.0
Apartamento;Tauá;1;0;0;40;1150.0;80.0;20.0
Apartamento;Cachambi;1;0;0;35;600.0;274.0;22.0
Conjunto Comercial/Sala;Centro;0;0;0;25;900.0;501.0;
Apartamento;Jardim Guanabara;2;1;0;56;1000.0;363.0;20.0
Apartamento;Flamengo;1;0;0;27;1000.0;366.0;25.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;21;1000.0;623.0;112.0
Quitinete;Lapa;1;0;0;22;950.0;400.0;20.0
Apartamento;Catete;1;0;0;44;950.0;300.0;29.0
Box/Garagem;Barra da Tijuca;0;1;0;0;300.0;;
Casa de Vila;São Cristóvão;1;0;0;60;1100.0;;
Casa;Cascadura;2;0;0;50;1000.0;;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;600.0;932.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;23;1100.0;400.0;
Apartamento;Campo Grande;2;1;0;50;850.0;370.0;
Conjunto Comercial/Sala;Centro;0;0;0;29;900.0;;
Apartamento;Rocha;2;1;1;60;900.0;590.0;
Quitinete;Centro;1;0;0;20;750.0;245.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;700.0;500.0;525.0
Conjunto Comercial/Sala;Centro;0;0;0;25;250.0;632.0;119.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;1000.0;290.0;100.0
Conjunto Comercial/Sala;Centro;0;1;0;25;750.0;370.0;
Conjunto Comercial/Sala;Centro;0;0;0;85;1000.0;3596.0;272.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;25;750.0;700.0;2500.0
Quitinete;Bento Ribeiro;1;1;0;30;480.0;;
Quitinete;Botafogo;0;0;0;23;900.0;390.0;30.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;25;1000.0;400.0;
Apartamento;Itanhangá;2;0;0;55;950.0;490.0;28.0
Casa;Campo Grande;1;0;0;55;500.0;;
Conjunto Comercial/Sala;Centro;0;0;0;55;700.0;1243.0;185.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;25;1100.0;880.0;
Quitinete;Copacabana;0;0;0;25;1100.0;384.0;
Apartamento;Pechincha;2;1;0;70;1100.0;500.0;
Apartamento;Campo Grande;1;1;0;41;600.0;195.0;
Apartamento;Itanhangá;2;1;0;60;950.0;522.0;80.0
Conjunto Comercial/Sala;Centro;0;0;0;35;1000.0;1700.0;177.0
Apartamento;Jacarepaguá;2;1;0;46;900.0;280.0;
Casa;Campo Grande;2;1;0;75;800.0;;25.0
Apartamento;Praça da Bandeira;1;0;0;36;1100.0;350.0;130.0
Conjunto Comercial/Sala;Centro;0;0;0;30;400.0;273.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1100.0;678.0;95.0
Conjunto Comercial/Sala;Centro;0;0;0;37;720.0;537.0;134.0
Conjunto Comercial/Sala;Méier;0;0;0;63;1030.0;668.0;113.0
Apartamento;Taquara;2;1;0;50;900.0;450.0;14.0
Conjunto Comercial/Sala;Centro;0;0;0;30;400.0;500.0;
Conjunto Comercial/Sala;Méier;0;0;0;34;900.0;607.0;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;48;800.0;600.0;
Apartamento;Taquara;2;0;0;41;900.0;230.0;
Apartamento;Ribeira;1;1;0;58;1100.0;565.0;500.0
Casa;Pilares;2;0;1;100;1100.0;;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;27;900.0;702.0;71.0
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;2;60;1100.0;450.0;
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;25;800.0;400.0;104.0
Quitinete;Centro;1;0;0;30;700.0;480.0;80.0
Casa de Vila;Ramos;1;1;0;47;1000.0;;
Conjunto Comercial/Sala;Centro;0;0;0;36;500.0;850.0;83.0
Apartamento;Taquara;2;0;0;50;900.0;451.0;
Apartamento;Del Castilho;2;1;0;100;890.0;340.0;
Conjunto Comercial/Sala;Taquara;0;1;0;28;600.0;381.0;
Conjunto Comercial/Sala;Centro;0;0;0;30;700.0;318.0;
Quitinete;Flamengo;1;0;0;22;1000.0;370.0;25.0
Quitinete;Guadalupe;1;0;0;21;500.0;9.0;
Conjunto Comercial/Sala;Del Castilho;0;1;0;35;650.0;900.0;88.0
Conjunto Comercial/Sala;Centro;0;0;0;30;800.0;950.0;80.0
Apartamento;Cachambi;1;0;0;36;600.0;407.0;
Apartamento;Piedade;2;0;0;73;990.0;255.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;20;390.0;495.0;56.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;6;1000.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;5;299.0;;
Apartamento;Méier;2;0;0;67;1100.0;538.0;13.0
Conjunto Comercial/Sala;Centro;0;0;0;39;1000.0;890.0;86.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;729.0;
Apartamento;Realengo;2;0;0;60;550.0;247.0;
Conjunto Comercial/Sala;Tijuca;0;1;0;30;950.0;1200.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;600.0;780.0;56.0
Apartamento;Piedade;2;1;0;50;1000.0;150.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;30;900.0;435.0;99.0
Conjunto Comercial/Sala;Centro;0;0;0;32;600.0;461.0;72.0
Apartamento;Campo Grande;2;1;1;65;700.0;450.0;
Conjunto Comercial/Sala;Centro;0;0;0;15;680.0;300.0;86.0
Casa;Ramos;2;0;0;48;800.0;;
Conjunto Comercial/Sala;Lapa;0;0;0;30;800.0;470.0;65.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;35;900.0;1242.0;244.0
Conjunto Comercial/Sala;Glória;0;1;0;30;1100.0;490.0;
Apartamento;Riachuelo;2;1;0;60;950.0;450.0;15.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;41;1000.0;644.0;112.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;26;1000.0;333.0;112.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;900.0;729.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;1100.0;420.0;89.0
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;30;950.0;625.0;158.0
Apartamento;Barra da Tijuca;1;1;0;42;1000.0;740.0;
Conjunto Comercial/Sala;Campo Grande;0;1;0;19;500.0;350.0;
Conjunto Comercial/Sala;Vila da Penha;0;0;0;24;700.0;620.0;
Casa;Bangu;1;0;0;40;600.0;;
Apartamento;Realengo;2;0;0;55;800.0;;
Apartamento;Engenho de Dentro;1;1;0;50;800.0;250.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;25;900.0;170.0;
Apartamento;Olaria;2;0;0;62;700.0;230.0;
Conjunto Comercial/Sala;Campo Grande;0;0;0;30;900.0;342.0;
Conjunto Comercial/Sala;Centro;0;0;0;80;300.0;;
Quitinete;Centro;1;0;0;28;600.0;369.0;
Apartamento;Higienópolis;2;1;0;88;1100.0;400.0;44.0
Casa;Piedade;1;0;0;40;750.0;;16.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;40;1000.0;1350.0;150.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1100.0;854.0;138.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;29;600.0;940.0;157.0
Apartamento;Gardênia Azul;1;1;0;39;790.0;;
Apartamento;Riachuelo;3;0;0;99;980.0;425.0;13.0
Apartamento;Benfica;2;1;0;55;1000.0;283.0;13.0
Conjunto Comercial/Sala;Centro;0;0;0;56;700.0;1353.0;196.0
Apartamento;Grajaú;1;0;0;40;1000.0;460.0;25.0
Apartamento;Vicente de Carvalho;2;1;0;50;1100.0;300.0;
Apartamento;Oswaldo Cruz;2;0;0;50;650.0;60.0;
Apartamento;Méier;1;1;0;55;800.0;400.0;17.0
Apartamento;Grajaú;1;1;0;58;1100.0;670.0;360.0
Apartamento;Taquara;2;1;0;50;1000.0;400.0;135.0
Conjunto Comercial/Sala;Benfica;0;0;0;31;500.0;550.0;
Conjunto Comercial/Sala;Irajá;0;0;0;30;900.0;;
Conjunto Comercial/Sala;Centro;0;1;0;32;1099.0;497.0;84.0
Conjunto Comercial/Sala;Copacabana;0;0;0;20;800.0;329.0;134.0
Apartamento;Vista Alegre;2;0;0;60;880.0;100.0;
Conjunto Comercial/Sala;Centro;0;0;0;21;480.0;320.0;87.0
Apartamento;Itanhangá;2;0;0;56;900.0;648.0;27.0
Apartamento;Jardim América;2;0;0;70;750.0;;
Casa de Condomínio;Cachambi;1;1;0;70;1000.0;150.0;13.0
Conjunto Comercial/Sala;Centro;0;0;0;40;750.0;800.0;
Apartamento;Senador Vasconcelos;2;1;0;56;650.0;260.0;
Conjunto Comercial/Sala;Méier;0;0;0;15;400.0;586.0;53.0
Apartamento;Campo Grande;3;1;0;50;1100.0;300.0;
Conjunto Comercial/Sala;Madureira;0;0;0;30;600.0;150.0;1750.0
Apartamento;Vila Isabel;1;0;0;35;1100.0;455.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;900.0;534.0;68.0
Apartamento;Praça Seca;1;1;0;46;700.0;300.0;107.0
Quitinete;Copacabana;1;0;0;27;800.0;626.0;20.0
Apartamento;Jardim Guanabara;1;1;0;44;1100.0;230.0;48.0
Conjunto Comercial/Sala;Inhaúma;0;1;0;30;900.0;750.0;35.0
Casa de Condomínio;Bangu;2;0;0;92;750.0;;
Loft;Barra da Tijuca;1;1;0;50;1000.0;2050.0;340.0
Conjunto Comercial/Sala;Centro;0;0;0;49;900.0;650.0;83.0
Box/Garagem;Centro;0;0;0;0;300.0;;78.0
Apartamento;Pechincha;2;0;0;60;800.0;240.0;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;950.0;157.0
Apartamento;Tijuca;2;0;0;60;900.0;456.0;20.0
Casa;Taquara;1;0;0;60;1000.0;;
Conjunto Comercial/Sala;Copacabana;0;0;0;20;800.0;365.0;
Conjunto Comercial/Sala;Tijuca;0;0;0;25;800.0;620.0;21.0
Conjunto Comercial/Sala;Castelo;0;0;0;31;350.0;486.0;45.0
Casa;Campo Grande;1;0;0;50;400.0;;
Casa;Vila da Penha;1;0;0;100;800.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;24;700.0;496.0;27.0
Casa;Pilares;2;0;0;65;1100.0;;
Apartamento;Méier;3;0;0;75;1000.0;210.0;15.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;39;800.0;600.0;56.0
Conjunto Comercial/Sala;Centro;0;0;0;25;399.0;380.0;78.0
Conjunto Comercial/Sala;Centro;0;0;0;30;400.0;500.0;80.0
Conjunto Comercial/Sala;Cachambi;0;1;0;29;800.0;550.0;
Apartamento;Cachambi;1;1;0;64;900.0;600.0;
Quitinete;Centro;1;0;0;46;800.0;350.0;
Conjunto Comercial/Sala;Santo Cristo;0;0;0;75;800.0;;75.0
Apartamento;Praça Seca;2;1;1;66;950.0;640.0;74.0
Apartamento;Cachambi;2;0;0;60;900.0;130.0;14.0
Apartamento;Tijuca;1;0;0;40;900.0;640.0;21.0
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;40;500.0;844.0;53.0
Conjunto Comercial/Sala;Curicica;0;1;0;22;1100.0;390.0;90.0
Casa;Campo Grande;1;0;0;60;450.0;;20.0
Quitinete;Catete;0;0;0;37;1100.0;676.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;1000.0;296.0;
Apartamento;Vila da Penha;2;0;0;65;950.0;;
Casa;Oswaldo Cruz;1;0;0;50;700.0;;
Apartamento;Gardênia Azul;2;0;0;38;800.0;;
Apartamento;Bangu;2;1;0;56;1000.0;370.0;
Conjunto Comercial/Sala;Centro;0;0;0;29;600.0;650.0;
Conjunto Comercial/Sala;Del Castilho;0;1;0;28;1000.0;800.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;62;900.0;575.0;14.0
Apartamento;Praça Seca;2;0;0;70;700.0;116.0;
Apartamento;Campo Grande;2;1;0;60;600.0;194.0;
Conjunto Comercial/Sala;Centro;0;0;0;43;600.0;1190.0;242.0
Apartamento;Campo Grande;2;1;0;45;600.0;220.0;
Quitinete;Praça da Bandeira;1;0;0;23;850.0;397.0;25.0
Apartamento;Penha;3;0;0;88;1100.0;130.0;
Quitinete;Catete;0;0;0;20;700.0;450.0;30.0
Casa de Vila;Oswaldo Cruz;1;0;0;50;730.0;;
Conjunto Comercial/Sala;Centro;0;0;0;30;600.0;370.0;185.0
Apartamento;Irajá;2;1;0;58;1100.0;245.0;
Apartamento;Barra da Tijuca;2;1;2;77;1000.0;1104.0;72.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;23;500.0;530.0;47.0
Casa;Guaratiba;2;0;0;89;700.0;180.0;
Apartamento;Méier;2;0;0;45;1000.0;500.0;
Casa de Vila;Engenho de Dentro;2;0;0;58;1000.0;;13.0
